UNIX_TS,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE
1333336860,2453,372,4,2077,21,323,0,723,40,104,35,22,9,0,7,0,0,0,125,5,0,36,627
1333336920,2202,374,0,1828,21,324,0,727,39,103,36,24,9,0,8,0,0,0,123,5,0,37,372
1333336980,2239,374,0,1865,21,324,0,727,39,103,34,24,9,0,8,0,0,0,122,59,0,37,358
1333337040,2207,370,4,1833,20,324,0,726,40,103,35,22,9,0,8,0,0,0,121,22,0,36,367
1333337100,2284,372,2,1910,21,325,0,731,39,103,36,19,9,0,7,0,0,0,122,5,0,37,456
1333337160,2097,372,2,1723,21,325,0,732,39,104,36,15,9,0,8,0,27,0,0,5,0,37,365
1333337220,2344,372,2,1970,21,324,0,727,41,103,34,18,9,0,57,0,30,0,0,5,0,37,564
1333337280,2362,372,2,1988,21,325,0,725,40,103,36,15,9,0,57,0,30,0,0,5,0,37,585
1333337340,2335,372,2,1961,21,325,0,731,39,104,34,19,9,0,57,0,37,0,0,5,0,37,543
1333337400,1535,374,2,1159,20,325,0,24,42,103,36,24,9,0,57,0,40,0,0,4,0,37,438
1333337460,1604,372,2,1230,20,409,0,13,39,102,36,20,9,0,57,0,41,0,0,4,0,37,443
1333337520,1608,372,2,1234,20,422,0,2,39,103,36,19,9,0,58,0,42,0,0,4,0,37,443
1333337580,1594,374,0,1220,20,416,0,2,46,103,36,24,9,0,57,0,38,0,0,4,0,37,428
1333337640,1759,520,0,1239,20,425,0,2,40,104,36,23,9,0,57,0,38,0,0,4,0,37,444
1333337700,1731,500,2,1229,20,424,0,2,40,104,35,19,9,0,58,0,39,0,0,4,0,37,438
1333337760,1745,495,0,1250,20,434,0,2,30,103,37,20,9,0,57,0,38,0,0,4,0,37,459
1333337820,1622,495,0,1127,20,421,0,2,40,104,36,23,9,0,58,0,40,0,0,4,0,37,333
1333337880,1626,495,2,1129,20,430,0,2,39,103,36,24,9,0,58,0,41,0,0,4,0,37,326
1333337940,1622,498,0,1124,20,430,0,2,40,103,36,20,9,0,58,0,35,0,0,4,0,36,331
1333338000,1654,498,2,1154,20,430,0,2,40,103,36,24,9,0,57,0,35,0,0,4,0,37,357
1333338060,1640,493,2,1145,20,427,0,2,39,103,36,22,9,0,58,0,30,0,0,4,0,37,358
1333338120,1658,493,0,1165,20,433,0,2,39,103,36,24,9,0,57,0,30,0,0,37,0,37,338
1333338180,1672,491,0,1181,20,423,0,2,40,103,36,20,9,0,57,0,30,0,0,42,0,37,362
1333338240,1635,452,2,1181,20,426,0,2,39,104,36,25,9,0,58,0,29,0,0,42,0,37,354
1333338300,1814,626,0,1188,20,435,0,2,39,103,35,15,9,0,58,0,30,0,0,42,0,37,363
1333338360,1814,623,0,1191,20,435,0,2,41,104,36,19,9,0,57,0,30,0,0,42,0,37,359
1333338420,1690,502,2,1186,20,439,0,2,40,104,37,15,8,0,57,0,30,0,0,44,0,37,353
1333338480,1489,306,0,1183,20,430,0,2,39,103,35,15,9,0,57,0,29,0,0,43,0,37,364
1333338540,1425,239,0,1186,20,430,0,2,43,103,37,19,9,0,57,0,30,0,0,43,0,37,356
1333338600,1503,315,2,1186,20,434,0,2,40,103,36,15,9,0,57,0,30,0,0,42,0,37,361
1333338660,1498,315,2,1181,20,435,0,2,40,103,36,15,9,0,58,0,28,0,0,43,0,37,355
1333338720,1485,313,2,1170,21,430,0,2,30,103,36,18,9,0,58,0,27,0,0,43,0,37,356
1333338780,1503,313,2,1188,21,431,0,2,40,103,36,16,9,0,57,0,27,0,10,43,0,37,356
1333338840,1498,315,4,1179,21,430,0,2,40,103,36,19,9,0,58,0,26,0,10,43,0,37,345
1333338900,1466,315,2,1149,0,433,0,2,40,103,35,18,9,0,57,0,25,0,7,21,0,37,362
1333338960,1453,313,2,1138,0,438,0,13,40,103,36,15,9,0,57,0,25,0,6,4,0,37,355
1333339020,1640,313,0,1327,0,436,0,14,39,104,37,15,9,0,57,0,24,0,149,4,0,37,402
1333339080,1512,315,0,1197,0,436,0,2,39,103,37,19,9,0,58,0,22,0,139,4,0,37,292
1333339140,1599,315,0,1284,21,436,0,2,40,104,37,19,9,0,58,0,22,0,135,4,0,37,360
1333339200,1640,315,2,1323,20,436,0,2,40,103,36,14,9,0,57,0,21,0,134,46,0,37,368
1333339260,1631,317,0,1314,20,436,0,2,39,105,35,15,9,0,57,0,21,0,133,39,0,36,367
1333339320,1626,317,2,1307,21,434,0,2,41,103,36,18,9,0,57,0,21,0,132,42,0,37,354
1333339380,2869,452,0,2417,20,436,0,2,39,103,35,19,9,0,57,0,21,0,132,41,0,37,1466
1333339440,1750,443,2,1305,21,436,0,2,39,103,37,19,9,0,57,0,21,0,131,41,0,37,352
1333339500,1750,438,0,1312,21,432,0,2,42,104,35,19,9,0,57,0,21,0,131,41,0,38,360
1333339560,1741,440,0,1301,21,425,0,2,39,104,36,17,9,0,57,0,21,0,130,40,0,37,363
1333339620,1731,436,4,1291,20,435,0,2,40,104,37,15,9,0,57,0,21,0,130,21,0,38,362
1333339680,1832,434,2,1396,20,427,0,13,46,103,36,19,9,0,57,0,21,0,129,4,0,37,475
1333339740,1823,434,2,1387,21,426,0,13,39,103,37,15,9,0,58,0,21,0,129,4,0,38,474
1333339800,1672,434,2,1236,0,436,0,0,39,103,37,16,9,0,58,0,21,0,128,4,0,38,347
1333339860,1677,429,0,1248,0,435,0,0,39,104,36,19,9,0,57,0,21,0,128,4,0,37,359
1333339920,1736,628,0,1108,0,424,0,0,40,103,37,15,9,0,58,0,21,0,128,4,0,38,231
1333339980,1608,623,4,981,0,423,0,0,39,103,36,17,9,0,58,0,21,0,6,4,0,38,227
1333340040,1585,429,2,1154,0,421,0,0,40,103,38,15,9,0,57,0,21,0,7,4,0,38,401
1333340100,1416,429,0,987,0,425,0,0,40,103,36,19,9,0,58,0,21,0,7,4,0,38,227
1333340160,1658,317,0,1341,0,436,0,0,40,104,38,19,9,0,58,0,21,0,6,4,0,38,568
1333340220,1549,319,2,1228,0,434,0,0,40,103,36,15,8,0,58,0,21,0,7,4,0,37,465
1333340280,1211,315,2,894,0,440,0,0,41,104,37,19,8,0,58,0,21,0,7,4,0,38,117
1333340340,1211,317,0,894,0,434,0,0,40,103,37,15,8,0,58,0,21,0,6,4,0,37,131
1333340400,1306,315,0,991,0,436,0,0,40,103,36,15,9,0,17,0,21,0,7,4,0,37,266
1333340460,1329,317,2,1010,0,438,0,0,42,104,37,15,9,0,17,0,21,0,6,4,0,38,279
1333340520,1517,315,2,1200,0,436,0,0,40,102,37,22,9,0,68,0,21,0,149,4,0,38,274
1333340580,1576,317,0,1259,0,424,0,0,40,103,37,24,9,0,67,0,21,0,143,4,0,105,282
1333340640,1649,317,2,1330,0,424,0,0,44,104,36,24,9,0,71,0,21,0,134,4,0,219,240
1333340700,1672,315,0,1357,0,425,0,0,40,103,38,20,9,0,68,0,20,0,132,4,0,213,285
1333340760,1658,317,2,1339,0,424,0,0,40,104,36,20,8,0,57,0,19,0,130,4,0,226,271
1333340820,1672,317,2,1353,0,425,0,0,30,103,36,20,9,0,58,0,19,0,130,4,0,233,286
1333340880,1654,315,0,1339,0,400,0,0,40,103,37,24,9,0,60,0,17,0,127,4,0,236,282
1333340940,1658,317,2,1339,0,401,0,0,40,103,36,15,9,0,62,0,18,0,126,4,0,246,279
1333341000,1654,317,0,1337,0,401,0,0,40,103,37,16,9,0,66,0,16,0,124,4,0,260,261
1333341060,1635,310,0,1325,0,401,0,0,40,103,37,19,9,0,59,0,15,0,123,4,0,229,286
1333341120,1626,313,2,1311,0,401,0,0,40,102,36,19,9,0,61,0,15,0,122,4,0,237,265
1333341180,1640,440,0,1200,0,399,0,0,40,104,36,19,9,0,58,0,14,0,0,4,0,221,296
1333341240,1654,463,2,1189,0,400,0,0,40,103,36,15,9,0,58,0,14,0,0,4,0,237,273
1333341300,1645,470,4,1171,0,396,0,0,40,103,36,18,9,0,59,0,13,0,0,4,0,243,250
1333341360,1672,452,0,1220,0,397,0,0,40,103,37,19,9,0,58,0,13,0,0,4,0,301,239
1333341420,3281,456,4,2821,0,395,0,0,41,111,1516,18,8,0,58,0,13,0,0,4,0,394,263
1333341480,3422,454,0,2968,0,422,0,0,39,110,1643,15,9,0,58,0,13,0,0,4,0,256,399
1333341540,3267,434,2,2831,0,348,0,0,39,110,1711,16,9,0,57,0,13,0,0,4,0,215,309
1333341600,3290,434,2,2854,0,329,0,0,42,111,1754,15,9,0,58,0,13,0,0,4,0,221,298
1333341660,3290,436,2,2852,0,329,0,0,39,111,1770,15,9,1,58,0,13,0,0,4,0,239,264
1333341720,3335,434,0,2901,0,330,0,0,40,111,1757,15,8,0,65,0,13,0,0,4,0,242,316
1333341780,3285,431,2,2852,0,330,0,0,36,111,1758,15,9,0,57,0,13,0,0,4,0,215,304
1333341840,3363,431,0,2932,0,330,0,0,39,111,1768,15,9,0,60,0,13,0,0,4,0,311,272
1333341900,3203,310,2,2891,0,332,0,0,40,111,1773,15,9,0,63,0,13,0,0,4,0,223,308
1333341960,3212,313,2,2897,0,332,0,0,40,111,1784,14,9,0,64,0,13,0,0,4,0,236,290
1333342020,3198,315,0,2883,0,331,0,0,40,111,1789,17,9,0,58,0,13,0,0,4,0,217,294
1333342080,3358,313,2,3043,0,333,0,0,40,111,1794,15,9,0,58,0,13,0,0,4,0,216,450
1333342140,3340,319,4,3017,0,332,0,0,40,111,1797,15,9,0,60,0,13,0,0,4,0,220,416
1333342200,3335,315,2,3018,0,333,0,0,40,111,1801,19,8,0,63,0,13,0,0,4,0,225,401
1333342260,3308,313,0,2995,0,334,0,0,40,111,1805,19,9,0,67,0,13,0,0,4,0,205,388
1333342320,3358,313,2,3043,0,333,0,0,40,111,1805,15,8,0,61,0,13,0,0,4,0,251,402
1333342380,3367,315,0,3052,0,334,0,0,41,111,1809,14,9,0,62,0,13,0,0,4,0,254,401
1333342440,3358,313,0,3045,0,335,0,0,40,111,1808,19,9,0,63,0,13,0,0,4,0,242,401
1333342500,3409,308,2,3099,0,334,0,0,40,111,1809,18,9,0,64,0,13,0,0,4,0,226,471
1333342560,3482,447,0,3035,0,333,0,0,42,112,1811,15,8,0,72,0,13,0,0,4,0,253,372
1333342620,3308,354,2,2952,0,334,0,0,40,111,1814,19,9,0,69,0,13,0,0,4,0,245,294
1333342680,1544,356,2,1186,0,336,0,0,40,104,173,15,9,0,8,0,12,0,0,4,0,250,235
1333342740,1233,354,0,879,0,337,0,0,45,104,1,16,9,0,8,0,12,0,0,4,0,235,108
1333342800,1252,354,2,896,0,336,0,0,40,104,1,15,9,0,8,0,11,0,0,4,0,236,132
1333342860,1284,354,4,926,0,334,0,0,40,103,1,15,9,0,8,0,10,0,0,4,0,305,97
1333342920,1503,488,2,1013,0,327,0,0,30,104,1,15,8,1,8,0,10,0,0,4,0,370,135
1333342980,1329,479,2,848,0,329,0,0,40,103,1,15,9,0,8,0,10,0,0,4,0,257,72
1333343040,1397,477,0,920,0,329,0,0,39,103,1,19,9,0,8,0,10,0,0,4,0,398,0
1333343100,1581,477,2,1102,0,330,0,0,40,104,1,19,9,0,7,0,9,0,145,4,0,290,144
1333343160,1503,477,0,1026,0,331,0,0,40,103,1,17,9,0,7,0,9,0,132,4,0,264,109
1333343220,1558,477,4,1077,0,331,0,0,40,103,1,15,8,0,7,0,9,0,127,4,0,308,124
1333343280,1512,475,0,1037,0,330,0,0,40,103,1,19,9,0,8,0,8,0,126,4,0,263,126
1333343340,1498,475,2,1021,0,332,0,0,40,104,1,15,9,0,8,0,8,0,125,4,0,242,133
1333343400,1526,475,2,1049,0,331,0,0,40,103,1,18,9,0,8,0,8,0,125,4,0,286,116
1333343460,1480,472,0,1008,0,331,0,0,40,104,1,19,9,0,7,0,8,0,124,4,0,240,121
1333343520,1599,475,0,1124,0,332,0,0,41,103,0,15,8,0,8,0,8,0,123,4,0,355,127
1333343580,1558,472,0,1086,0,333,0,0,40,104,1,15,9,0,8,0,7,0,123,4,0,292,150
1333343640,1274,351,0,923,0,334,0,0,40,104,1,15,9,0,8,0,7,0,0,4,0,308,93
1333343700,2636,1715,2,919,0,333,0,0,43,103,38,16,9,0,8,0,7,0,0,4,0,262,96
1333343760,2673,1745,2,926,0,332,0,0,39,103,38,19,9,0,8,0,6,0,0,4,0,328,40
1333343820,2732,1757,4,971,0,332,0,0,39,103,38,19,9,0,7,0,6,0,0,19,0,250,149
1333343880,1238,315,2,921,0,333,0,0,30,103,36,19,9,0,7,0,6,0,0,21,0,233,124
1333343940,1229,313,2,914,0,335,0,0,40,103,36,19,9,0,8,0,6,0,0,4,0,246,108
1333344000,1023,116,2,905,0,335,0,0,40,104,38,19,9,0,8,0,5,0,0,4,0,234,109
1333344060,973,41,0,932,0,335,0,0,40,104,38,19,8,0,8,0,5,0,0,4,0,239,132
1333344120,973,43,2,928,0,335,0,0,40,103,38,19,9,0,8,0,5,0,0,4,0,243,124
1333344180,964,43,2,919,0,336,0,0,40,103,38,15,9,0,7,0,5,0,7,4,0,240,115
1333344240,968,41,0,927,0,335,0,0,40,103,37,15,9,0,8,0,5,0,0,5,0,241,129
1333344300,959,41,4,914,0,336,0,0,40,104,37,15,9,0,8,0,5,0,0,4,0,230,126
1333344360,959,41,2,916,0,333,0,0,40,103,36,16,9,0,8,0,5,0,0,4,0,223,139
1333344420,1028,41,2,985,0,334,0,0,40,104,37,17,9,0,8,0,5,0,0,4,0,297,130
1333344480,1124,41,2,1081,0,334,0,0,41,103,36,16,9,0,8,0,5,0,0,4,0,252,273
1333344540,1083,43,4,1036,0,335,0,0,40,104,36,17,9,0,8,0,4,0,0,4,0,243,236
1333344600,1069,41,0,1028,0,336,0,0,40,104,37,15,9,0,7,0,4,0,0,4,0,232,240
1333344660,1224,185,2,1037,0,335,0,0,42,104,37,19,8,0,8,0,4,0,0,4,0,231,245
1333344720,1197,171,0,1026,0,337,0,0,40,103,37,15,9,0,7,0,4,0,0,5,0,239,230
1333344780,1206,173,2,1031,0,338,0,0,40,104,37,15,9,0,8,0,4,0,0,4,0,229,243
1333344840,1206,173,4,1029,0,338,0,0,44,104,38,15,9,0,8,0,4,0,0,4,0,223,242
1333344900,1206,173,0,1033,0,337,0,0,40,105,36,15,9,0,7,0,4,0,0,4,0,245,231
1333344960,1092,171,2,919,0,335,0,0,40,105,36,15,8,0,8,0,4,0,0,4,0,233,131
1333345020,1252,171,2,1079,0,335,0,0,31,104,37,15,9,0,7,0,4,0,0,4,0,381,152
1333345080,1087,169,4,914,0,335,0,0,40,103,38,15,9,0,8,0,4,0,0,4,0,231,127
1333345140,1110,171,0,939,0,335,0,0,40,104,37,15,9,0,8,0,4,0,0,4,0,249,134
1333345200,1078,171,2,905,0,335,0,0,40,104,37,15,8,0,8,0,4,0,0,4,0,230,120
1333345260,1101,169,0,932,0,336,0,0,40,104,36,19,8,0,8,0,3,0,0,4,0,247,127
1333345320,1229,164,2,1063,0,334,0,0,40,104,37,18,8,0,8,0,3,0,144,4,0,230,133
1333345380,1087,43,2,1042,0,335,0,0,40,104,37,15,9,0,8,0,3,0,132,4,0,235,120
1333345440,1101,43,0,1058,0,335,0,0,41,104,38,15,9,0,8,0,3,0,128,5,0,234,138
1333345500,1083,43,0,1040,0,335,0,0,40,104,37,15,8,0,8,0,3,0,127,5,0,236,122
1333345560,1087,41,0,1046,0,336,0,0,40,104,37,15,9,0,8,0,0,0,126,4,0,230,137
1333345620,1101,41,2,1058,0,336,0,0,42,104,38,15,9,0,8,0,0,0,127,4,0,260,115
1333345680,1092,43,2,1047,0,335,0,0,40,104,38,15,9,0,8,0,0,0,124,4,0,239,131
1333345740,1073,43,2,1028,0,334,0,0,40,104,36,15,9,0,8,0,1,0,123,5,0,265,88
1333345800,1256,43,2,1211,0,335,0,0,42,103,36,15,9,0,8,0,0,0,122,5,0,400,136
1333345860,1014,41,2,971,0,335,0,0,40,103,37,15,9,0,8,0,0,0,0,4,0,260,160
1333345920,973,38,0,935,0,334,0,0,40,104,36,17,9,0,8,0,0,0,0,4,0,245,138
1333345980,955,43,2,910,0,335,0,0,41,105,37,15,9,0,8,0,0,0,0,4,0,231,125
1333346040,959,41,2,916,0,334,0,0,40,103,36,15,9,0,8,0,0,0,0,4,0,234,133
1333346100,955,43,4,908,0,334,0,0,40,104,38,19,9,0,8,0,0,0,0,4,0,233,119
1333346160,955,43,0,912,0,332,0,0,39,103,37,19,9,0,8,0,0,0,0,4,0,227,134
1333346220,950,43,2,905,0,332,0,0,40,104,36,15,9,0,8,0,1,0,0,4,0,224,132
1333346280,955,43,0,912,0,332,0,0,40,104,37,15,8,0,7,0,0,0,0,4,0,228,137
1333346340,973,43,4,926,0,334,0,0,40,103,37,16,9,0,8,0,0,0,0,4,0,251,124
1333346400,1115,194,0,921,0,337,0,0,40,104,37,15,9,0,8,0,0,0,0,5,0,231,135
1333346460,1101,178,2,921,0,338,0,0,40,104,38,15,9,0,8,0,0,0,0,4,0,245,120
1333346520,1083,171,2,910,0,338,0,0,40,103,38,19,9,0,8,0,0,0,0,4,0,227,124
1333346580,1115,171,4,940,0,338,0,0,41,105,37,19,9,0,7,0,0,0,0,4,0,255,125
1333346640,1096,169,0,927,0,337,0,0,40,104,37,15,9,0,8,0,0,0,0,4,0,238,135
1333346700,1169,173,2,994,0,337,0,0,40,104,38,19,9,0,8,0,0,0,0,4,0,323,112
1333346760,2568,171,2,2395,0,336,0,0,42,111,1521,19,9,0,8,0,0,0,0,5,0,232,112
1333346820,2865,171,0,2694,0,337,0,0,40,112,1661,15,8,0,8,0,0,0,0,5,0,235,273
1333346880,2924,171,4,2749,0,336,0,0,40,111,1728,15,9,0,7,0,0,0,0,4,0,232,267
1333346940,2929,171,2,2756,0,337,0,0,44,111,1770,15,9,0,8,0,0,0,0,4,0,222,236
1333347000,2933,169,4,2760,0,336,0,0,40,112,1747,15,9,0,8,0,0,0,0,4,0,245,244
1333347060,3038,169,0,2869,0,337,0,0,40,111,1763,19,9,0,8,0,0,0,0,4,0,331,247
1333347120,2801,43,4,2754,0,336,0,0,30,112,1768,19,8,0,8,0,0,0,0,4,0,221,248
1333347180,2815,41,0,2774,0,337,0,0,40,111,1774,15,9,0,8,0,1,0,0,4,0,229,246
1333347240,2805,41,0,2764,0,334,0,0,40,111,1781,15,9,0,8,0,0,0,0,4,0,206,256
1333347300,2892,43,0,2849,0,336,0,0,40,111,1786,15,9,0,8,0,0,0,0,4,0,305,235
1333347360,2545,43,0,2502,0,337,0,0,40,111,1798,15,9,0,8,0,0,0,0,5,0,37,142
1333347420,2554,43,0,2511,0,336,0,0,40,111,1794,15,9,0,8,5,7,0,0,4,0,37,145
1333347480,2559,43,4,2512,0,337,0,0,40,111,1805,19,8,0,8,0,6,0,0,4,0,38,136
1333347540,2920,43,0,2877,0,337,0,0,41,111,1805,19,9,0,8,0,6,0,0,5,0,37,499
1333347600,2732,43,0,2689,0,338,0,0,40,112,1806,19,9,0,58,0,6,0,0,4,0,38,259
1333347660,2645,38,2,2605,0,335,0,0,40,111,1809,19,9,0,58,0,6,0,0,4,0,37,177
1333347720,2645,43,0,2602,0,335,0,0,42,111,1811,19,9,0,58,0,6,0,0,4,0,37,170
1333347780,2664,43,4,2617,0,355,0,0,40,111,1813,19,9,0,58,0,6,0,0,4,0,39,163
1333347840,2910,43,0,2867,0,355,0,0,40,111,1810,18,9,0,59,0,6,0,147,4,0,38,270
1333347900,2929,43,2,2884,0,354,0,0,43,111,1814,15,9,0,58,0,6,0,132,32,0,39,271
1333347960,2828,43,0,2785,0,356,0,0,40,111,1815,19,9,0,58,0,6,0,129,21,0,38,183
1333348020,2787,41,0,2746,0,359,0,0,40,112,1818,19,9,0,58,0,6,0,128,4,0,38,155
1333348080,2778,43,0,2735,0,357,0,0,30,112,1815,19,9,0,58,0,6,0,127,4,0,38,160
1333348140,968,43,0,925,0,357,0,0,40,105,1,19,9,0,58,0,6,0,126,21,0,38,145
1333348200,987,187,0,800,0,356,0,0,40,103,1,17,9,0,58,0,6,0,125,4,0,38,43
1333348260,968,171,2,795,0,356,0,0,40,104,1,15,9,0,58,0,6,0,123,5,0,38,40
1333348320,630,171,2,457,0,27,0,0,40,104,1,19,9,0,58,0,5,0,124,5,0,38,27
1333348380,520,178,0,342,0,27,0,0,40,104,1,15,8,0,58,0,6,0,0,5,0,37,41
1333348440,516,173,2,341,0,27,0,0,40,104,1,15,9,0,58,0,5,0,0,5,0,39,38
1333348500,516,173,2,341,0,27,0,0,41,103,1,16,9,0,58,0,6,0,0,5,0,39,36
1333348560,520,171,4,345,0,27,0,0,40,104,1,15,8,0,58,0,5,0,0,5,0,38,44
1333348620,511,171,2,338,0,27,0,0,40,104,1,15,9,0,58,0,5,0,0,5,0,39,35
1333348680,511,169,4,338,0,27,0,0,41,104,1,15,9,0,58,0,6,0,0,5,0,39,33
1333348740,502,166,0,336,0,27,0,0,40,104,1,19,9,0,58,0,5,0,0,5,0,39,29
1333348800,507,171,2,334,0,27,0,0,40,103,1,19,9,0,58,0,6,0,0,5,0,38,28
1333348860,475,43,2,430,0,27,0,0,42,103,1,19,9,0,58,0,5,0,0,5,0,38,123
1333348920,388,43,2,343,0,27,0,0,40,104,1,18,9,0,58,0,6,0,1,5,0,38,36
1333348980,383,43,0,340,0,27,0,0,40,104,1,15,9,0,58,0,5,0,0,5,0,38,38
1333349040,383,41,2,340,0,27,0,0,45,104,1,15,9,0,58,0,5,0,0,5,0,38,33
1333349100,434,41,0,393,0,27,0,0,40,104,39,15,9,0,58,0,5,0,0,5,0,39,52
1333349160,429,43,2,384,0,27,0,0,40,104,38,15,8,0,58,0,5,0,0,5,0,38,46
1333349220,507,43,2,462,0,27,0,0,30,105,39,15,9,0,8,0,5,0,0,5,0,38,181
1333349280,484,43,2,439,0,27,0,0,40,103,38,19,9,0,8,0,5,0,0,5,0,38,147
1333349340,479,41,0,438,0,27,0,0,40,103,37,19,9,0,8,0,5,0,0,5,0,38,147
1333349400,488,43,2,443,0,27,0,0,40,104,38,19,9,0,8,0,5,0,0,5,0,39,149
1333349460,488,43,2,443,0,27,0,0,40,104,38,15,9,0,7,0,5,0,0,5,0,38,155
1333349520,484,43,4,437,0,27,0,0,40,104,37,15,9,0,8,0,5,0,0,5,0,39,148
1333349580,484,41,0,443,0,27,0,0,40,104,37,15,9,0,7,0,5,0,1,5,0,39,154
1333349640,498,43,2,453,0,27,0,0,41,103,37,19,9,0,7,0,5,0,10,5,0,39,151
1333349700,388,41,2,345,0,27,0,0,40,105,37,15,9,0,8,0,5,0,7,5,0,38,49
1333349760,383,43,4,336,0,27,0,0,40,104,38,19,9,0,8,0,5,0,7,5,0,39,35
1333349820,383,43,0,340,0,27,0,0,41,103,38,19,9,0,8,0,5,0,7,5,0,39,39
1333349880,379,43,0,336,0,27,0,0,40,103,36,19,8,0,7,0,5,0,7,5,0,38,41
1333349940,534,194,2,338,0,27,0,0,40,103,38,19,9,0,8,0,5,0,7,5,0,39,38
1333350000,662,175,2,485,0,26,0,0,43,105,37,15,9,0,7,0,5,0,150,5,0,38,45
1333350060,639,173,0,466,0,27,0,0,40,103,37,15,9,0,8,0,5,0,140,5,0,39,38
1333350120,616,173,4,439,0,7,0,0,40,103,36,15,9,0,8,0,5,0,137,5,0,38,36
1333350180,603,171,2,430,0,7,0,0,30,103,37,15,9,0,7,0,5,0,135,5,0,38,39
1333350240,612,171,0,441,0,6,0,0,40,103,36,15,9,0,7,0,5,0,134,5,0,39,42
1333350300,612,169,2,441,0,7,0,0,40,104,37,15,9,0,8,0,5,0,133,5,0,39,39
1333350360,607,171,2,434,0,7,0,0,40,103,37,15,9,0,7,0,5,0,133,5,0,39,34
1333350420,612,169,2,441,0,7,0,0,40,103,37,15,9,0,8,0,5,0,132,5,0,38,42
1333350480,607,166,0,441,0,7,0,0,40,104,37,15,9,0,7,0,5,0,132,5,0,39,41
1333350540,607,171,2,434,0,7,0,0,40,104,38,15,9,0,7,0,5,0,132,5,0,38,34
1333350600,603,166,2,435,0,7,0,0,40,103,37,16,9,0,7,0,5,0,130,5,0,38,38
1333350660,479,43,2,434,0,7,0,0,40,105,36,19,9,0,7,0,5,0,130,5,0,39,32
1333350720,502,43,2,457,0,27,0,0,40,104,36,19,9,0,8,0,5,0,130,5,0,38,36
1333350780,1520,43,0,1477,0,7,0,0,41,111,1104,19,9,0,7,0,5,0,130,5,0,39,0
1333350840,2029,43,0,1986,0,7,0,0,40,111,1576,15,9,0,7,0,5,0,131,5,0,39,41
1333350900,2161,43,2,2116,0,6,0,0,40,111,1699,15,9,0,7,0,5,0,129,5,0,39,51
1333350960,2060,43,2,2015,0,6,0,0,42,111,1714,15,9,0,8,0,5,0,7,5,0,38,55
1333351020,2115,41,2,2072,0,27,0,0,40,111,1745,15,9,0,7,0,5,0,7,5,0,39,62
1333351080,2129,43,2,2084,0,27,0,0,40,112,1759,15,9,0,7,0,5,0,7,5,0,39,59
1333351140,2115,43,0,2072,0,27,0,0,45,111,1766,15,9,1,7,0,5,0,7,5,0,38,36
1333351200,2138,45,2,2091,0,27,0,0,40,111,1781,19,9,0,7,0,5,0,7,5,0,39,41
1333351260,2138,41,0,2097,0,27,0,0,40,111,1783,17,9,0,7,0,5,0,7,5,0,38,48
1333351320,2161,43,0,2118,0,27,0,0,30,111,1791,19,9,0,7,0,5,0,7,5,0,39,68
1333351380,2175,43,4,2128,0,27,0,0,40,111,1800,18,9,0,8,0,5,0,7,5,0,38,60
1333351440,2166,43,2,2121,0,27,0,0,40,111,1802,19,9,0,8,0,5,0,10,5,0,38,47
1333351500,2166,43,2,2121,0,27,0,0,40,111,1806,15,8,0,7,0,4,0,1,5,0,38,59
1333351560,2312,43,0,2269,0,27,0,0,40,111,1810,15,9,0,8,0,4,0,149,5,0,39,52
1333351620,2440,41,0,2399,0,27,0,0,40,111,1808,19,9,0,7,0,4,0,138,5,0,38,193
1333351680,2417,43,0,2374,0,27,0,0,40,112,1814,15,9,0,8,0,4,0,132,5,0,38,170
1333351740,2554,196,0,2358,0,27,0,0,41,111,1814,15,9,0,8,0,4,0,130,5,0,39,155
1333351800,2536,175,2,2359,0,27,0,0,40,112,1817,15,8,0,8,0,4,0,129,5,0,38,156
1333351860,2531,175,2,2354,0,27,0,0,40,112,1817,15,9,0,8,0,4,0,127,5,0,39,151
1333351920,2513,173,2,2338,0,7,0,0,42,112,1818,19,9,0,7,0,4,0,127,5,0,39,149
1333351980,2513,173,0,2340,0,7,0,0,40,112,1822,19,9,0,7,0,4,0,125,5,0,39,151
1333352040,2513,171,0,2342,0,7,0,0,40,111,1823,19,9,0,7,0,4,0,126,5,0,39,152
1333352100,2403,173,0,2230,0,7,0,0,43,111,1818,15,9,0,8,0,3,0,124,5,0,38,49
1333352160,2271,169,0,2102,0,7,0,0,40,112,1821,19,9,0,7,0,3,0,0,5,0,39,40
1333352220,438,171,2,265,0,7,0,0,40,104,1,15,9,0,8,0,3,0,0,5,0,38,35
1333352280,434,171,4,259,0,7,0,0,30,104,1,15,9,0,7,0,3,0,0,5,0,38,40
1333352340,438,169,4,265,0,6,0,0,40,103,1,15,9,0,8,0,3,0,0,5,0,38,37
1333352400,434,166,0,268,0,7,0,0,40,103,1,15,9,0,8,0,3,0,0,5,0,38,39
1333352460,315,43,0,272,0,6,0,0,40,103,1,16,9,0,7,0,3,0,0,5,0,38,44
1333352520,310,41,2,267,0,7,0,0,40,103,1,19,9,0,8,0,3,0,1,5,0,38,33
1333352580,306,41,0,265,0,7,0,0,40,104,1,19,9,0,7,0,3,0,0,5,0,39,31
