listed_category,restaurant_name,sentiment,user_review
Spanish,Esquina,-1,"Maybe it was because I had high hopes for this place. After looking through the reviews and pictures, I was really excited about the food because they looked beautiful in the posted pictures. Unfortunately, Esquina didn't deliver for me. The plating was beautiful, the service was good, and the decor of the place was chic and pretty. The most important thing though, the taste and flavor of the food, did not do it for me. We ordered all the popular dishes I've read about in the reviews. The pork cracking was just....fried pork skin. The pairing of the herring roe and salt cod mousse did not really push the taste of the pork to greater heights. Instead, it was just in general a flat dish. I have the same criticism for most of their dishes. The ingredients are good, but they just do not come together to deliver a dish of finesse or overlapping flavors. The jambon croquetas were good for what they were, fried cheese balls with ham, but even that was a tad too salty. The whipped burrata with beets was visually an astounding dish to look at, but again the essence of each element did not shine through. The burrata lacked the distinct milky taste, the pinenut crumble did not even taste strongly of pinenuts. So apart from the welcoming acidity the pickled beets brought, the dish was again flat, with no complexity. The uni bisque actually did have a good taste, and chock full of crabmeat that could have been sweeter, but the crab flavor overwhelmed the delicate uni flavor, and as a result, after the initial taste, the uni taste was barely detectable. Arguably the best dish of the night though. The pulled pork and foie gras burgers had good flavors going on, albeit a little too salty. I do appreciate that they blended the foie gras in the pulled pork patty. The sauerkraut was a little redundant though. In general, I thought that the items were overpriced for the taste level and the amount of food served."
Spanish,Esquina,1,Great food but tiny portions. Went for lunch so didn't need to queue at all. Had the steak tartare which was great and the beetroot salad was refreshing. The beef cheek with ox tongue was delish as well. Tip: don't go there hungry unless you have cash to splash!
Spanish,Esquina,-1,"Definitely a great meal, but for tapas, pricey to the point that it's not worth spending what you will. Rather spend a bit less at a tapas spot like Binomios or Sabios, or spend the money on a full meal."
Spanish,Esquina,-1,"Absolutely horrendous and unacceptable levels of service. I would have loved to comment on the food but the sad thing is that the food that we ordered did not arrive at all.  We had expected our food to arrive, as we were given fresh plates and cutlery while waiting. After waiting at our table outside the restaurant for approximately 30 minutes, we decided to check on our orders with the waitress/hostess who took them. When we asked the said waitress about our orders, she simply turned to the kitchen, without acknowledging our query, and asked the crew if our food was on the way. Crew informs her that it was not. The waitress turns back to us and curtly informs us that our food ""is not coming"". No apology was given nor an explanation proffered. Her dismissive attitude was completely shocking. It was as if we had spoilt her evening and put her in a bad mood, and not the other way around. I should point out that we did not even complain about the wait, but merely queried her on whether our food was coming. I don't care how good your food is if you treat your customers like crap. I get that orders sometimes get lost in the process, particularly at a busy joint like this. But no customer should be treated dismissively after a fruitless and unnecessary wait for the food. It's sad that my experience was marred by one person's truly appalling service."
Spanish,Esquina,1,"Yes, Jason Atherton does make me gravitate towards Esquina even without asking around if it was any good. While I fully know he's not gonna be cooking my tapas, I had the prior faith that Esquina will justify my good faith, and I won't say I'm disappointed. It's small, it's popular and overcrowded, but if you actually do get a seat by going strategically at 6pm, the rewards are sweet. Watching the finesse of two chefs working/performing in front of you, agile, swift and serious, I can hardly discount any dish as so-so. The effort is worth half the battle. But have you tasted the gorgeous  heritage tomatoes or the slow cooked eggs? I'm not saying that you will NEVER taste any better, for what I have to pay for them, I'd say dish them out every dinner! It's definitely worth my money, the consistent doneness of the egg with the patatas brava spin off is awesome. If the leg of ham doesn't instill any faith in how serious they are, I don't know what will."
Street Vendors,Famous Sungei Road Trishaw Laksa,1,"Laksa is usually not on my list when it comes to eating a non-messy, no-sweat meal. However, my friend said that I have to try the laksa at this place, so after deliberating for a good amount of time, I finally decided to take the plunge. And I should probably thank my friend for that.The laksa here is really good because of one thing: the gravy. The coconut milk infused gravy has a very rich and thick taste, and I could not stop myself from finishing all of it (are you nuts??!!). The level of spiciness was just right so I did not sweat like a pig, as I would usually do when eating spicy stuff.The laksa also came with a good amount of cockles which added that oomph to the already-awesome laksa. Overall, this is really a great place to visit for some mouth-watering laksa; even non-laksa lovers are going to love this."
Street Vendors,Famous Sungei Road Trishaw Laksa,-1,"I have been craving for Famous Sungei Road Trishaw Laksa but have not got the chance to visit them in Jalan Berseh. Thanks to my colleague who brought me down to Jurong East and enjoy similar bowl of Sungei Road Trishaw Laksa without travelling too far.Famous Sungei Road Trishaw LaksaUnlike the original stall in Jalan Berseh, this stall offers other food items like Mee Siam & Mee Rebus. Not only that, healthy choice option is adopted here with whole grain noodles used.Laksa comes in 2 sizes, $3 and $3.50. The $3 portion is already quite good enough for a meal as ingredients like fishcakes & fresh cockles together with the noodles were rather filling. However if I were to compare them to the one I used to have, I will comment that Laksa gravy spelled the differences. Their gravy was diluted and lack of the usual fragrance even though the taste was rather distinct. For additional spicy kick, do remember to add in their sambal chilli.Laksa - $3Taste in overall was close and it was really good that at such a price without travelling too far, I still can enjoy a stomach warming bowl of Trishaw Laksa like this in Jurong."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Excellent food and service. We are all small tapas and took their recommendations. The atmosphere is great too. Little pricey, and you probably need reservations but worth it!"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,-1,"Wasn't too bad or too good. Because it's popular you have a time limit to eat your meal . We tried 7 dishes and the one that really hit the mark was the scallop . You f you are a penny pincher then do not go . If you eat slow then do not go , if you enjoy good food and cocktails then it's a must !The photo shows squid ink paella , nice taste would order again"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,-1,"Not sure I was too happy to pay $6 for four pieces of bread but other than that, the squid ink paella had robust flavors and would come back just for more of that."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"This Spanish tapas bar is on point. The food is fantastic, I wish I could've ordered the entire menu. The Jamon iberico ham was out of this world. The cocktails were fun and delicious!"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Reliably excellent, and always crowded. Have been here multiple times and I'd recommend the staples: gambas al ajillos, croquettas, jamon iberico, octopus and any of the paellas. Cocktails are reasonably priced and the wine list has a good variety of Spanish wines. Excellent service as well. Overall, this is probably the best place for tapas in Singapore."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,Outstanding! Each dish we had was phenomenal and the drink was icing on the cake. Fabulous and will be back!
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Who would have thunk it - Catalan cuisine in Singapore...my life is now repleat with fullness ;-)  They serve expertly crafted cocktails and Beautiful plates of tapas.  Croquettes, croquettes, croquettes...order scores !  The Patatas bravas are a favorite of mine; these were just OK.  Cod balls are yet another favorite and these do not disappoint.  The Spanish octopus was tender and perfectly prepared.Three words, squid ink paella.  Do it.  Briny sea-worthy delight.  The ambiance is rhythmic, romantic, and plush :-)"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"The food, throughout the night, did not disappoint. We had the croquette as a starter. Minus half a star for not having the foie gras slider when we visited last Friday. It was a dish I really wanted to try, but it was not available. We ordered beef slider, which was tasty, but I guess it was just that. The fried squid was definitely tasty, however, it came in small portion. The special of the day, cauliflower, was really good and crunchy. The fish and cheese (mac and cheese ball lookalike thing) was spot on. You gotta try this when you visit. Another highlight is the black squid ink paella. I could come back again just to have a paella to myself, if they are not so particular about the whole reservation sms and dining duration. The pork ribs were good, but not wow. Overall, everything we have ordered that night is above average. I would definitely be back to try more dishes. Minus another half a star for the pain of having to reserve on the phone with the missus who have hearing problem and make a fuss about replying ""confirmed"" by 3pm the next day and endless reminders that we have to leave by certain timing."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"We went here Saturday night at about 9pm, the restaurant was busy and the tunes were bumpin. Seriously, I was chair dancing the whole night. We went with tapas- let's be honest when given the choice why would you not, and loved EVERYTHING. We did the ham croquettes, beef cheek sliders, and sautéed cauliflower. The ham croquettes may have been the best thing I've ever tasted. Pricing for food is fair, although the wine list gets pretty extravagant although for Singapore it seems fairly normal. Come here, you will not be disappointed."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"This place has a real NYC vibe for restaurants. Great tapas spot with food from Spain. The chef is a Michelin star chef and his food was legit. Staff was really nice like everyone in Singapore usually is. We ordered the lamb chops, beef sliders , cod fish balls, some mushroom dish and I forgot the last item. But everything was legit and tasted good. Would def come here again. I would suggest to def make a reservation. They book up quick as it is a trendy spot. Peace from Doctor P"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"I asked my friend Ning when she would be free to celebrate her mid November bday..and she said let's do dinner this Thursday. She's busy with med school so she has to seize the day (evening). She said try FOC? I had heard of it but had thought another tapas bar ok whatever.Made bookings early..ok left a voice message to callback to add an additional person and they didn't call. FOCING service I thought to myself but I called back and they were helpful as can be. Thereafter, it was all uphill.We arrived just before 7pm on a Thurs night and the place was getting full. We hadn't asked but they had given us 3 girls counter seats on the leftmost side of the counter right in front of Chef Jordi. Getting to ask him about the food (even the ones not destined for us), watching him and the other staff hard at work, chatting about his recommendations and preferences really added to the experience.We had Croquetas de setas (Mushroom croquettes) $8. Cuatro unidades (4 units). Sorry the nod goes to Binomio on this one. The batter was slightly overfried (but the 4th piece which I did not eat was noticeably a shade lighter in colour than the other 3) and the inside was full of bites of (maybe?) porcini mushrooms. Tasty and mushroomy but Binomio wins for the smooth cream filling evenly exuding mushroom flavour. Both places seem to serve the croquestas on the same dab of garlic mayo..(incidentally the same garlic mayo dabbed on FOC's black rice paella and Binomio's squid ink pasta fideua).We had a daily special recommended by Chef, he called it the huevos dish and it was basically potato pieces fried with crispy edges served with an egg on top and in a skillet. Simple but again very yummy and perfectly seasoned (ie not too salty).One of Ning's and my favourites (Nadia doesn't like tomatoes) was the watermelon gazpacho with charcoal olive oil ice cream. We ordered one portion to share and Chef Jordi thoughtfully split the ice cream into 3 separate bowls. The gazpacho was incredibly smooth and tasty and tomatoey with just a touch of sweetness from the watermelon. Nadia doesn't like tomatoes (other than fresh ones in salad or in the background like pizza sauce) but she loved the icecream mixed with the gazpacho and ate up every last drop of her portion. That's how good it was.Food was very tasty without being cloyinging rich and greasy which can be the risk of Spanish restaurants (in Spain as well as here!). The black rice (arroz negro) with seafood paella $22 was luscious without visible separated oil unlike Binomio and La Bomba and Sabio). The plumpness and bite of the rice was perfect, really good quality rice handled well.Another strong recommendation by Chef Jordi, the grilled ribeye at $35 was meltingly tender and served medium rare. Originally I thought he was talking about the 1kg beef on the bone..and I asked ""Erm..too much for us 3?"". He said No! Just nice for sharing..(I was thinking OK..maybe we look very hungry) and later when I realised it was a ribeye steak portion PHEW I told him about the intiial misunderstanding and we had a good laugh about it. This was 150g and we were all commenting how tender and juicy and really good the meat was and my other 2 friends also raved on about the grilled peppers served on the side of it.Note on the cocktails. Nadia had the Smells Like Gin Spirit $14. Tasty and refreshing gin version of a mojito. I had the Chef's favourite, Bloody Jordi also $14 and is a bloody Mary type with an Asian sour twist. Looking at the description again that must be the Kimuchi no Moto (korean kimchi base). Dario the mixologist said it had 1.5 shots of tequila in it. I couldn't taste the alcohol but he said it was not meant to be a strong alcohol forward drink. It's true the spices and tomato was the prevalent sensation and not everyone will like that flavour combination but it was interesting to try something new. My friends all commented it was so savoury like a soup and it did go down very easily. I suppose it's a silent killer but I was happy to get on to the excellent house wine - I had the Angelitos Negros 2013 at $10.50 a glass!After all that Chef asked if we wanted a small bite each. He then prepared 3 pieces of scallops topped with their soy ""caviar"" (tapioca sago) so we could have 1 each when the standard serving is 2. Fresh juicy and plump w slight char $16.We went through the courses very smoothly (all tapas but felt like a proper dinner all the way) and happily ended with the chocolate burger at $12 and the Torrija $10. Overall food was fresh, not overstated, not over-seasoned, refreshing, very yummy but not bludgeoning on the palate. A small portion of Torrija with a candle and with happy birthday written in dulce de leche on the plate was served complimentary. And unexpectedly, even the valet (from Purple Valet) waited to close all our doors for us as we got into the car. I don't know if that's part of the restaurant training but kudos."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,-1,"Quite frankly, I am not sure why this restaurant averages 4+ stars on Yelp. Of all the dishes we had tonight, only the cauliflower and duck confit were good. Scallops came out completely raw in the middle...asparagus were overcooked to the point of being mushy...not to mention we were served the fibrous bottom. If you are going to serve the bottom of the asparagus, then you may want to shave it! Cuttlefish paella with saffron came out crunchy and looking completely brown and absent of any saffron. The rice was so undercooked and it tasted very muddled. I have never seen saffron flavored rice to be brown...why would you cover up the nice yellow color of saffron...maybe it's a false item in the description and none was ever used??? Beef cheek burger was okay and lamb chops were bland."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Lucky to snatch a seat at the bar on a Thursday night.. always wanted to visit FOC, and the food didn't disappoint. Food is on the pricier side, although I think the clientele probably won't blink an eye at the price. Service is great, although, for some reason, the couple dishes I ordered came out a bit saltier than im used to. Maybe I'll ask for less salt next time."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"I get the hype.This place is buzzy (even on Mondays), with quirky decor, great music, and top notch food. The cocktail menu doesn't seem to end, and I love how they break it down by easily identifiable flavour profiles like refreshing, floral, and spirit driven. I tried the Lord Sidecar- loved the sage and it was a great starter for a hot and humid day.I was surprised at the patatas bravas- their rendition had a saucy kick to it. The grilled foie gras sliders were very rich, definitely a treat meant to be filed under ""sometimes food only""! My husband and I were also impressed with the Black Mediterranean Squid Ink Paella. A mouthful to say, but when that mouthful's in your mouth, it's damn shiok.My only constructive feedback was that it was slightly warm where we were sitting. We were at the end table opposite the bar/kitchen. I noticed we weren't that far from the ceiling AC unit; not sure if it was on at all."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Been to FOC twice. Staff is very friendly and helpful. Plates are sometimes removed quite quickly but then again you want the space for the next dish. The food is amazing! Hands down. Dishes are well presented and are inviting to look at while having a conversation.If you have the choice, sit at the bar. It makes the experience all the more intense and inspiring as you see all the different things the kitchen staff prepares. And they look amazing.We had (in no particular order): oysters (daily special), beef cheek (special), scallops, peppers, bread with tomatoes (OMG!). In terms of drinks you should try the Bloody Jordi - a slimmed down house special version of a Bloody Mary. It's good, it's really good :)On a personal note: For me a great restaurant is not only about service and food. It's what they do to encourage you back. First time around a had mixup on my bill that I only claimed later. FOC staff was really really helpful and things were resolved to satisfaction in no time. No hard time, no stalling. I will be back at FOC. Worth your time and every penny spent!Thank you FOC :)"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Been to FOC@ Hong Kong Street several times. In general, the food is excellent, especially the squid ink paella, as well as the desserts. Alcoholic drinks on menu are also very good; I think this place has one of the best pisco sours I have had in Singapore. But, the seats are too close to each other, and the acoustics of the place is horrible. It is difficult to hear conversations at the table."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"There's a blazing fire that is out to turn up the heat on Hongkong Street and that is FOC Restaurant, a new Spanish dining concept and cocktail bar. FOC is an inspired collaboration between Michelin-starred Chef Nandu Jubany, Chef Jordi Noguera formerly from FoodBar Dada, and award-winning mixologist Dario Knox previously from Catalunya Restaurant. Yes it's a star studded team!Expect a contemporary small plates menu with Catalan and Mediterranean influences, complemented by a selection of inventive cocktails. They even created a selection of Asian inspired tapas which were honestly pretty darn good.HITS!Cochifrito. Crispy Pork Taco ($14/2pcs). This is one of my favorites if not the top favorite dish. This is FOC's take on the Mexican taco, and that crispy shell was too addictive. It's like a really awesome fried wanton skin filled with tender pulled pork. I really liked the crispy pulled pork. I didn't even mind the dou miao and I don't even like bean sprouts. Now could we have this in jumbo size or what?Bocata de foie-gras a la brasa y shitake marinado. Grilled foie-gras with marinated shitake and green apple ($22/2pcs). Loved that broiche bun with a glossy blistered exterior. It was very crunchy and extremely buttery. Even though the foie gras was on the oily side, it had a nice creamy texture and i liked that the green apples added that tinge of tartness.FOC Hamburguesa de chocolate FOC chocolate burger ($12). Now here is one carefully crafted dessert burger made from white chocolate, vanilla mousse, strawberries and mint leaves. You should eat it all together for a balanced review of this dessert. The combined flavors of the smoky caramel, sweet milk chocolate and the tart strawberries were delightful. The cream in the 'bun' had a marshmallow texture too!DRINKS! Innovative, strong and very affordable! They start at $13 and cocktails are available ALL DAY. Say WERTTTT!MISSESVieiras con caviar de soja. Scallops soy caviar ($20). It's scallops, and it's nicely seared and it's in a salty soy. There's really nothing else to it.""Cansalada"" confitada con pure de coliflor. Confited pork belly with cauliflower puree ($14/4pcs). Bland. Fatty. Bleah. Give me that cauliflower puree on its own."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"I came here with my family during our Singapore trip. We had some laksa earlier that morning, but my brother was super adamant about going to FOC for lunch. The decor was pretty cool - some weird light sculptures in the back. My nephew was quite fascinated by them.The service was impeccable. Our waiter was super awesome.The food was equally awesome. We ordered the following things: Ham croquette, octopus Galican style, squid ink paella, grilled Iberico pork ribs, pork belly & cauliflower puree, cod fish fritters, grilled scallops with soy caviar, foie gras sliders. Honestly, everything was really good. Highly recommend the squid ink paella!"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,Great cocktails and great food. Do try their crackling pork and their paella. Superb! Rsvp is a must eventhough it's for weekdays .
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"One of the best dinners I've had in Singapore. Service was flawless, food was amazing. Worth every cent. Great for a fun night out when you're in the mood to splurge a little. Total bill for 2 came up to $115 (incl. GST & service charge) without drinks.We had:- Mushroom croquettes ($10 for 4). Served fresh, each croquette can be finished off in 2 delightful bites. The inside is a gooey mess of cheese, cream and mushrooms. Wonderful starter to whet your appetite.- Squid ink paella ($26). Perfect for sharing, also gorgeously photogenic. Each grain of rice was plump and flavorful and mixed with hidden octopus chunks, which was a pleasant surprise. It was topped with juicy prawns and clams and dollops of aioli. We wiped the pan clean. I must confess I never was a fan of paellas, but this one hit the ball out of the park. - Grilled octopus ($22). Juicy octopus nestled on a bed of flavorful mashed potato topped with paprika. Only minor gripe was that some parts were so charred that I ended up tasting more bitterness from the burnt bits than the actual octopus. The octopus itself, on the other hand, was tender and meaty. Absolutely delicious. - Iberico pork ribs & pumpkin mash ($30). Our least favorite dish of the night. Perhaps also because we were getting pretty full by then and this dish ended up feeling too heavy. The ribs were very fatty and the savory pork didn't go that well with the sweet pumpkin. It was decent on the whole though. - Chocolate Galaxy ($12). They bring the chocolate dome to the table and pour hot chocolate syrup over it on front of you, so you watch as the chocolate shell melts to reveal 3 mini profiteroles within. Ended up being essentially a chocolate ""soup"" with 3 cream-filled profiteroles. We didn't think we would be able to finish it, but we did! There were crunchy bits at the bottom which was a nice touch. Great for sharing.Didn't manage to try this time, but I've also heard good things about the mini chocolate burger and the watermelon gazpacho. Will definitely return! Love this restaurant :)"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,-1,"Food was not as good as before.  E.g., prawns were cooked too much and octopus lost its unique texture.  Staff, serving a black ink paella, advised us to be careful as the pan was very hot but it turned out to be almost cold.  Hahaha... it was served too late. :-( However, I was pretty satisfied with wine selection and overall ambience. Will I visit again? Not sure..."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Craft cocktails and small plates with a Western theme?  Come to mama.They impressed me when I walked in the door, the hostess squeezing me in on the spot despite no real opening for quite awhile.  The waitstaff was fantastic all around.The cozy atmosphere, the view of the kitchen and bar, and the hustling of the staff gave the place quite a bit of positive energy.  The eclectic decor included a couple of large colorful busts looking down which was vaguely reminiscent of Carnival.Quite a range of libations, I did sample a couple.  I was honestly a bit disappointed with the ""Smells Like Gin Spirit""--I was hoping for a cocktail like an Aviation but got something I'd expect at a New Orleans Sno-Ball stand instead.  Perhaps fitting for a balmy Singapore evening, though.  The Don Martinez, however, was smoking (on many levels)--tequila-based deliciousness.An extensive selection of Spanish themed tapas that you would expect adorned the menu.  I'm sure they are delicious, but I went for the ""World Tapas"" instead.  Delicate scallops, pulled pork mini-tacos, and beef-cheek sliders.  Every item I ate, they completely nailed.I loved the dessert ""burger"".  I'll admit that when I first saw a picture I thought it a bit contrived and scoffed at the notion, but decided to try it anyway.  It was so cute--the delicateness of the dish made it more reminiscent of a toddler's toy cheeseburger rather than a slider.  Strawberry ""tomato"" and mint ""lettuce"" added to the effect.  A nice thin chocolate shell crunch with a light creamy filling, it was pleasing to the palate as well as the eye.  Bravo."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"We had five dishes. - baby squid w/aioli- scallops- pulled pork sliders- pork belly and cauliflower - foie gras slidersAbsolutely love the sous-vide pork belly and creamy cauliflower purée dish. Cant stop thinking about the playful foie gras and shiitake sliders or the buttery pulled pork buns.Scallops were good, but slightly overlook from the ponzu. Skip the baby squid. The batter on the squids were thick and made it heavy."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,Delicious food and great service for Singapore. The portions are very precious but the food is flavorful and well-prepared. I will gladly return.
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"I had one of the best vacations a couple of years ago, cycling around the Catalan region eating affordable and excellent food everywhere. From Michelin-starred restaurants (which I'm not sure is the best way to assess the more traditional dishes, but then again this region was under French protection at one point ) to a home kitchen, the food in Catalunya is fantastic. If food was reason alone for granting autonomy, I say why not! Anyway, let's leave the politics aside and talk about FOC. I didn't visit Can Jubany in Osona but I bet FOC is equally good. Spanish food by the Spanish, not too pricey and portions were sufficient (here's looking at you, Serenity). I was craving some fideuà, which is like the ang moh version of hokkien prawn mee...and the chef gamely obliged with his rendition of squid ink fideuà. It was very tasty with a good amount of wok hei! We also had the croquettes, which had mashed potatoes so mashed it was practically a mouth-watering puree; sardines with pickles 9gives your palate a good puckering up), fresh and very sweet tomatoes, the potatas bravas (kinda skimpy on the seasoning and not greasy...which I kind of associate with the dish but hey this will do) and the battered cod fish balls with apple puree (interesting but kind of mushy with not too distinctive flavors i.e. I couldn't tell it was cod). Up to this point, the food came out at a steady pace and then we had a long wait. I checked on the waiter and realized the kitchen had forgotten our grilled octopus and the egg with pork belly and truffle special...while the clock was ticking on when we had to vacate our seats because of the two cover policy and because I had a show to catch at the Art House. The octopus was served shortly and much as I had hyped up my dining partner on the wonders of Spanish octopuses (they are in fact ridiculously taught, smoky, crisp and mind blowing), the FOC version kind of disappointed. Time in the Josper grill somehow robbed the octopus of its juices, though I liked the char on top, so this was an ""ehhh"" dish that could've been so much better. The eggs with pork belly and truffles (what a combo right) never came and I think I actually paid for it in my haste. I didn't check the bill thoroughly but on hindsight at $180 and some quick math off the website, I think I was charged for the dish that never went into my belly even though I would've loved to taste it.Finally a note on the cocktails. I had the cuzco sour...because if you've hiked all over Peru you would have romantic memories of this lovely drink (not so much of the chicha). It was very balanced - the right amount of tart lime/lemon and the requisite egg whites and bitters on top. My second drink was a Bangkok something, which I asked the waiter to recommend based on my preference for something ""refreshing"". It ended up being almost exactly the same as the sour except for some supposed chilli's that were mild to non-existent. Maybe I'm being a little picky but the mark of front of house would be one that watches both your food and drink selections and offers pairings that work with the food or takes you in a different direction from your first. I felt the team fell short here though it's not surprising given how busy the restaurant was.Nonetheless I enjoyed my meal at FOC, probably because the food and drinks came soon enough that I was willing to over look the slow service towards the end and the incorrect billing."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"From start to finish, every item was perfectly executed. Cocktails were also amazing, but very small for the price."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Flawless meal and one of the best I've had in Singapore. If you can, try to sit at the bar so you can watch in awe as the chefs prepare plates and the bartenders make drinks.What I had:Pork Tacos: When they first arrived, I was surprised at how small they were, but as soon as I took the first bite, I no longer wished for anything bigger. There was so much flavour packed into these little bite sized tacos, I'm still craving them a day later. Potatoes Bravos: Delicious and delicate. A perfect starter that will not fill you up, but will make you anxiously await your next plate.Grilled Octopus: wow. All I can say is wow. Perfectly cooked and perfectly seasoned, with a perfect char. I've had quite a bit of octopus and this rivals the best I've had. French Toast and Ice Cream dessert: How can you go wrong with this, it's a perfectly sweet dessert that isn't too sweet and not too heavy. A great way to finish a great meal. Smells Like Gin Spirit: I was hoping for a nice refreshing cocktail and that's exactly what I got. I'm not much of a gin guy but decided to try this out and was pleasantly surprised."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Amazing place, never thought there would be a place like this in my home town of Singapore.  I've been a fan of good tapas since my Movida experience in Melbourne, and so those familiar with that place, we have our very own cool tapas bar on our own door step now.Its been almost a week since I've been there, and I still remember the dishes I had.  The suckling pig is not something they have everyday, if they have it on the menu the day you are there, have it.  I can't name many occasions when pork has melted in my mouth!The anchovies on coca bread is a must try, as is the braised beef.  And that Foie Gras, you want that flavor to stay in your mouth forever. Here's my other recommendation, if you're in small group, ask to sit at the bar.  Its not only about watching the cocktails being served up, but also watching the chef and ESC prepare all the dishes in the kitchen.  Its certainly part of the experience."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"For a new-ish restaurant, FOC is already running like a well-oiled establishment. The staff knew the menu inside-out, so they were able to make spot-on recommendations; the arrival of our courses were timely; and our water glasses were kept topped up with big smiles.As for the Catalan food at FOC, it was indeed superb - traditional but executed with an effortless flair so while dishes seldom deviate from the classics, flavours are rich, hearty and soulful. It's pricey, but no more expensive than any other Spanish restaurants aroundWe had:1) Heuvos Estrellados con Chorizo ($10) - a breakfast hash of fried potatoes, chorizo balls and a just-cracked egg, still sizzling on the hotplate: Smoosh it all together, and you get a glorious mess of runny eggy delight. Our favourite tapas here.2) Croquetas de Setas con Jamon ($10 for 4): a mixed platter of mushroom croquettes and Spanish ham croquettes, bursting with creamy goodness, and tempered with the contrast of the soft mash and crunchy breadcrumbed coat.3) Tortilla Abierta con Trufa y Pimientos del Piquillo ($26): an open tortilla with blistered red peppers, truffle strips and aioli was simple but done fantastically. It was just the right balance of rich aioli, aromatic truffle, sweet peppers and eggy pancake.4) Gambas al Ajillo ($18): a classic of sauteed prawns in white wine and garlic, notable for 2 things: the copious use of really good white wine, which made this the most heady rendition ever - I think I got a little high from this; and incredibly sweet prawns still with shells on, for maximum flavour infusion to the sauce. A tip: get bread to mop all the deliciousness up.5) Vieiras a la Brasa con Caldo de Bonito y Caviar de Soja ($16): a couple of fat succulent scallops grilled to a beautiful caramelization, and dunked into a delicate bonito stock and topped with soy beads. Great fusion of Asian flavours6) Costillas de Cerdo a la Brasa con Pure de Calabaza Ahumada ($30): seriously good, premium iberico pork ribs, burnished with rosemary, were grilled to a juicy smoky finish, and sided by a smoked pumpkin puree.7) Arroz Negro con Mariscos y ""All I Oli"" ($24): perhaps the best squid ink paella I've ever had. The moreish squid ink was nuanced and countered with the creamy bite of aioli. You can't quite see it, but there was as much rice as there was squid dice, so that's really amazingly generous."
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"It's a smallish place but with a confident attitude about it. The cocktail list was never ending and I tried a couple they were both excellent! The Tapas was very nice as well, bcoz we had a few vegetarians in the group we stuck to mostly vegetarian and still I loved it, the cheese platter was excellent. Overall a good lace to go again. But it's not cheap!"
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,This little restaurant and bar was a surprise to find in Singapore. The service was beyond exceptional and the food was fantastic. My favorite was the beef sliders with kimchi.
"Tapas/Small Plates, Cocktail Bars, Spanish",FOC,1,"Had dinner here on a Friday on a reservation made 2 weeks earlier. Was expecting another overrated tapas place but was pleasantly surprised. The winners for me were the beef cheek sandwich, patatas bravas and crispy pork tacos. Would have loved to try their scallop ceviche with guacamole and grilled scallop but both weren't available. Finished off with the tarta tatin done with a modern twist which was agreeable with me.They have an interesting, well priced and fairly extensive cocktail menu complete with a taste guide. Alas, the cocktail itself was very average. Had the red sangria which tasted rather like grape juice with added sugar. The service here deserves commendation. Efficient and smiley, a rarity in SG. I will be back."
